ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-98be51,A-5790f4,2024-07-07,2024-07-09 22:00:00,70.0,medium,13,4.0,False
T-bb7fa9,A-7f6b86,2024-09-17,2024-09-19 09:00:00,57.0,high,81,4.0,False
T-0a3847,A-49b828,2024-10-04,2024-10-04 09:00:00,9.0,medium,20,3.0,True
T-6dbff1,A-bcbe98,2024-05-27,2024-05-29 04:00:00,52.0,medium,11,3.0,True
T-8be779,A-139c3b,2023-10-26,2023-10-26 21:00:00,21.0,low,5,,False
T-791dc9,A-0aaf6e,2023-03-29,2023-03-30 20:00:00,44.0,low,127,,False
T-b25f66,A-f3ff05,2023-12-17,2023-12-19 03:00:00,51.0,low,104,4.0,False
T-992cf9,A-c9bb3e,2024-12-14,2024-12-14 16:00:00,16.0,medium,21,4.0,False
T-d72e3b,A-bd4708,2024-11-15,2024-11-15 05:00:00,5.0,medium,34,3.0,False
T-e46e71,A-9badbd,2023-10-19,2023-10-19 17:00:00,17.0,urgent,125,,False
T-c5ffb0,A-ce66f8,2024-05-27,2024-05-28 13:00:00,37.0,urgent,139,,False
T-cb3efb,A-e7beab,2023-09-16,2023-09-16 19:00:00,19.0,high,28,5.0,False
T-885f5b,A-4e960a,2023-08-08,2023-08-08 13:00:00,13.0,low,141,4.0,False
T-a45f3e,A-d792a6,2024-02-11,2024-02-12 21:00:00,45.0,urgent,174,4.0,False
T-e834e7,A-310452,2024-12-29,2024-12-30 00:00:00,24.0,medium,46,4.0,False
T-ddf662,A-5247b3,2024-01-14,2024-01-15 09:00:00,33.0,high,66,,False
T-210819,A-ed510f,2024-09-13,2024-09-13 11:00:00,11.0,medium,87,4.0,False
T-416fb5,A-b9eed8,2023-11-10,2023-11-11 00:00:00,24.0,medium,114,3.0,False
T-7cdb82,A-bd4513,2023-04-26,2023-04-28 23:00:00,71.0,medium,37,4.0,False
T-c9f3f0,A-309e54,2024-07-19,2024-07-20 02:00:00,26.0,high,145,,False
T-45239b,A-7f6b86,2024-10-28,2024-10-30 17:00:00,65.0,high,29,,False
T-a61785,A-756192,2023-04-03,2023-04-05 11:00:00,59.0,urgent,17,,False
T-112307,A-9badbd,2023-10-12,2023-10-14 08:00:00,56.0,urgent,37,5.0,False
T-8a14a4,A-ac85cd,2023-11-19,2023-11-21 13:00:00,61.0,medium,128,3.0,False
T-4cf1f9,A-d792a6,2024-12-29,2024-12-29 14:00:00,14.0,urgent,125,,False
T-ae29f6,A-9a532a,2023-09-12,2023-09-13 21:00:00,45.0,high,176,,False
T-a5de10,A-ce550d,2024-06-03,2024-06-04 12:00:00,36.0,medium,98,4.0,False
T-1ab00a,A-d922bf,2024-01-25,2024-01-27 04:00:00,52.0,low,30,,False
T-1b7db9,A-712533,2024-05-05,2024-05-06 16:00:00,40.0,low,145,5.0,False
T-2b2d2d,A-39868b,2024-01-21,2024-01-23 07:00:00,55.0,medium,40,3.0,False
T-66d5a0,A-671f31,2024-03-01,2024-03-01 17:00:00,17.0,urgent,153,,False
T-056486,A-86902e,2023-05-01,2023-05-02 10:00:00,34.0,medium,7,,False
T-afa224,A-bcbe98,2024-05-23,2024-05-25 10:00:00,58.0,urgent,1,,False
T-62614c,A-89ee83,2023-08-02,2023-08-02 11:00:00,11.0,urgent,32,,False
T-abeb65,A-c70870,2024-07-07,2024-07-09 07:00:00,55.0,low,10,,False
T-c16052,A-05d3b3,2023-09-14,2023-09-15 22:00:00,46.0,high,70,,False
T-5fff6a,A-9123ac,2024-08-02,2024-08-03 00:00:00,24.0,medium,169,,False
T-347ab6,A-cc102e,2023-05-18,2023-05-18 07:00:00,7.0,high,36,,False
T-3d947f,A-3932db,2023-02-27,2023-03-01 20:00:00,68.0,low,26,5.0,False
T-921bf4,A-f97b9a,2024-06-10,2024-06-11 03:00:00,27.0,medium,109,,False
T-6b831b,A-9208f0,2024-12-12,2024-12-14 19:00:00,67.0,low,57,3.0,False
T-c59e1a,A-40906c,2024-10-20,2024-10-21 13:00:00,37.0,low,127,3.0,False
T-abd0a8,A-0354fe,2024-11-30,2024-11-30 01:00:00,1.0,high,107,3.0,False
T-1e6dde,A-ac9111,2024-05-05,2024-05-06 16:00:00,40.0,urgent,89,,False
T-94b38c,A-503d5a,2023-09-28,2023-09-29 02:00:00,26.0,high,128,,False
T-399e29,A-bb1eaa,2024-02-25,2024-02-25 01:00:00,1.0,high,67,,False
T-8fd002,A-2d1036,2023-03-30,2023-04-01 00:00:00,48.0,low,53,4.0,False
T-7bb8d5,A-1ac5e0,2024-09-03,2024-09-04 09:00:00,33.0,medium,50,4.0,False
T-e062e2,A-378b99,2024-08-19,2024-08-20 15:00:00,39.0,high,106,3.0,False
T-880bce,A-54d94a,2024-05-16,2024-05-18 23:00:00,71.0,low,118,4.0,False
T-7b09d9,A-e19ff6,2024-01-09,2024-01-09 09:00:00,9.0,high,162,5.0,False
T-306781,A-bb3bd4,2023-12-05,2023-12-07 09:00:00,57.0,medium,21,,False
T-9e2480,A-328bd0,2024-08-24,2024-08-26 22:00:00,70.0,high,26,4.0,False
T-af5765,A-3c1a3f,2024-03-09,2024-03-09 19:00:00,19.0,low,44,3.0,False
T-b60d4d,A-417d2f,2024-02-01,2024-02-03 04:00:00,52.0,high,20,5.0,False
T-e33b60,A-c37601,2024-02-26,2024-02-28 05:00:00,53.0,low,23,3.0,False
T-44e08c,A-45ce7a,2024-12-14,2024-12-16 02:00:00,50.0,medium,101,,False
T-8c6169,A-7dacce,2023-07-14,2023-07-14 07:00:00,7.0,high,135,3.0,False
T-baf332,A-8145a0,2023-01-09,2023-01-09 18:00:00,18.0,medium,98,,False
T-e6d8dd,A-e4bf56,2024-08-10,2024-08-10 22:00:00,22.0,urgent,175,5.0,False
T-52a57e,A-5b051a,2024-03-24,2024-03-24 02:00:00,2.0,urgent,2,3.0,False
T-8f8c19,A-309e54,2023-05-30,2023-05-30 03:00:00,3.0,low,87,,False
T-5d46d9,A-fdfc91,2023-06-13,2023-06-13 11:00:00,11.0,high,148,,False
T-bc6854,A-d3c88e,2023-12-15,2023-12-17 01:00:00,49.0,high,98,,False
T-141b01,A-337bc1,2024-12-01,2024-12-01 19:00:00,19.0,medium,136,,False
T-b3739a,A-2f6a32,2023-12-27,2023-12-28 01:00:00,25.0,medium,139,3.0,False
T-fa0eed,A-f25509,2024-05-30,2024-06-01 01:00:00,49.0,high,68,,False
T-bc6799,A-9f9299,2023-04-12,2023-04-14 23:00:00,71.0,medium,146,,False
T-90b336,A-d26ab4,2023-09-28,2023-09-30 04:00:00,52.0,urgent,148,4.0,False
T-1ecc39,A-c7e58b,2024-12-01,2024-12-01 04:00:00,4.0,high,28,4.0,False
T-4ecb7b,A-acb7f7,2023-08-19,2023-08-21 02:00:00,50.0,low,98,,False
T-76c486,A-089363,2023-11-06,2023-11-07 01:00:00,25.0,low,153,3.0,False
T-20065b,A-1e1b80,2023-05-14,2023-05-16 09:00:00,57.0,high,54,4.0,False
T-161f9c,A-6c093d,2024-07-11,2024-07-12 03:00:00,27.0,high,6,,False
T-1e8229,A-5790f4,2023-08-21,2023-08-21 04:00:00,4.0,medium,3,,False
T-aac2ca,A-18793f,2023-03-04,2023-03-05 14:00:00,38.0,low,155,4.0,False
T-b6d936,A-cb6cc6,2024-03-11,2024-03-11 18:00:00,18.0,high,135,4.0,False
T-6d8b81,A-117171,2023-11-04,2023-11-05 20:00:00,44.0,high,52,,True
T-2006d9,A-e40f45,2023-02-16,2023-02-18 00:00:00,48.0,high,157,,False
T-01e321,A-3ce5b8,2024-06-01,2024-06-02 22:00:00,46.0,medium,80,4.0,False
T-cd5725,A-f6b2fb,2023-10-26,2023-10-29 00:00:00,72.0,high,155,,False
T-e727f3,A-39868b,2023-01-27,2023-01-29 12:00:00,60.0,medium,122,4.0,False
T-22c308,A-6f50ae,2024-08-07,2024-08-08 21:00:00,45.0,low,105,5.0,False
T-533b28,A-1b9609,2024-10-22,2024-10-24 17:00:00,65.0,high,26,,False
T-14571c,A-02fac6,2023-11-01,2023-11-02 12:00:00,36.0,low,176,5.0,False
T-71ab14,A-f97b9a,2023-01-31,2023-02-01 19:00:00,43.0,medium,39,4.0,False
T-7dca41,A-b48f73,2023-05-13,2023-05-14 22:00:00,46.0,low,62,,False
T-777bf4,A-0f6450,2023-01-20,2023-01-20 02:00:00,2.0,low,54,5.0,False
T-d5f2dd,A-0532a9,2023-06-30,2023-07-01 14:00:00,38.0,high,86,3.0,False
T-0fc8f9,A-fda07f,2023-11-28,2023-11-29 06:00:00,30.0,medium,110,3.0,False
T-db2c10,A-0aaf6e,2024-10-13,2024-10-15 11:00:00,59.0,low,47,5.0,False
T-89d6c4,A-40de06,2023-11-24,2023-11-24 16:00:00,16.0,medium,111,4.0,False
T-4c383b,A-993085,2024-12-09,2024-12-10 13:00:00,37.0,low,109,3.0,False
T-cce7ba,A-17939a,2024-08-14,2024-08-16 05:00:00,53.0,urgent,150,,False
T-2651ec,A-8e47ca,2024-02-18,2024-02-18 10:00:00,10.0,high,21,,False
T-673852,A-4e44e8,2024-09-15,2024-09-15 02:00:00,2.0,low,10,3.0,False
T-d75ceb,A-9b9fe9,2024-07-26,2024-07-27 09:00:00,33.0,urgent,158,3.0,False
T-49a11d,A-6c093d,2024-05-08,2024-05-09 12:00:00,36.0,medium,123,5.0,False
T-274cf7,A-781cc0,2024-01-28,2024-01-30 23:00:00,71.0,low,9,3.0,False
T-31021c,A-65a46c,2023-10-14,2023-10-16 14:00:00,62.0,low,116,3.0,False
T-37d585,A-0f7d77,2023-11-23,2023-11-25 04:00:00,52.0,high,138,5.0,False
T-d80a44,A-58b9ff,2023-02-04,2023-02-06 19:00:00,67.0,medium,38,,True
T-1e968e,A-484819,2023-12-10,2023-12-10 15:00:00,15.0,urgent,127,,False
T-e1d305,A-149a69,2023-06-16,2023-06-17 22:00:00,46.0,urgent,114,3.0,False
T-74d3f4,A-038089,2024-05-25,2024-05-26 17:00:00,41.0,low,102,,False
T-b3cd04,A-5247b3,2024-09-08,2024-09-10 16:00:00,64.0,medium,51,5.0,False
T-0cf3e3,A-0be015,2023-03-23,2023-03-25 18:00:00,66.0,medium,53,4.0,False
T-b57da5,A-65a46c,2024-06-22,2024-06-22 03:00:00,3.0,urgent,107,,False
T-f59d6e,A-3c1a3f,2023-09-25,2023-09-27 10:00:00,58.0,low,99,4.0,False
T-7772d1,A-104f1a,2024-03-26,2024-03-28 08:00:00,56.0,low,40,4.0,False
T-c895a0,A-5a92e7,2024-10-10,2024-10-10 22:00:00,22.0,medium,3,3.0,False
T-19ea5b,A-d4ac0e,2024-09-08,2024-09-08 18:00:00,18.0,low,15,,False
T-c8e32b,A-bc4d48,2024-01-22,2024-01-22 12:00:00,12.0,high,129,,False
T-3ca62f,A-3b37d9,2023-03-29,2023-03-29 16:00:00,16.0,urgent,103,4.0,False
T-6684a4,A-cc8c8f,2023-11-19,2023-11-19 22:00:00,22.0,urgent,103,3.0,False
T-d0a540,A-e5d6ab,2024-09-17,2024-09-19 06:00:00,54.0,high,11,,False
T-b456f1,A-c4ea60,2023-11-05,2023-11-05 05:00:00,5.0,low,22,5.0,False
T-79975c,A-10b8f2,2023-12-26,2023-12-28 20:00:00,68.0,low,116,5.0,False
T-1c3d56,A-3cc791,2024-06-16,2024-06-16 17:00:00,17.0,medium,151,4.0,True
T-5fc181,A-a7bd4b,2023-05-06,2023-05-07 12:00:00,36.0,low,109,,False
T-4220fc,A-0f6450,2023-06-06,2023-06-07 03:00:00,27.0,low,70,3.0,True
T-ddd1a5,A-ae052e,2023-04-02,2023-04-03 07:00:00,31.0,low,62,5.0,False
T-bf2ee1,A-b2af2e,2023-08-20,2023-08-20 14:00:00,14.0,medium,99,4.0,False
T-4a7bb7,A-6c093d,2023-02-27,2023-03-01 10:00:00,58.0,high,76,,True
T-ed85f6,A-05d3b3,2023-08-23,2023-08-23 14:00:00,14.0,medium,40,4.0,False
T-601022,A-39b19f,2024-10-04,2024-10-05 19:00:00,43.0,low,32,5.0,True
T-8027c4,A-66224b,2024-02-29,2024-03-01 04:00:00,28.0,low,113,3.0,False
T-eed292,A-bb2f49,2024-03-29,2024-03-29 18:00:00,18.0,low,100,,False
T-779cd9,A-b11cd0,2024-01-11,2024-01-12 21:00:00,45.0,low,160,,False
T-1bf8d6,A-cc102e,2023-10-31,2023-11-02 16:00:00,64.0,medium,130,5.0,False
T-a7d132,A-503d5a,2024-03-10,2024-03-10 19:00:00,19.0,low,41,,False
T-8ccee6,A-6e08f3,2023-04-07,2023-04-08 02:00:00,26.0,urgent,122,3.0,False
T-c8afc4,A-19b2c8,2023-11-28,2023-11-29 00:00:00,24.0,medium,29,5.0,False
T-cdfd31,A-1d5444,2024-12-11,2024-12-11 05:00:00,5.0,high,96,,False
T-13718e,A-a7bd4b,2023-07-20,2023-07-22 16:00:00,64.0,high,14,3.0,False
T-2c8cf7,A-940b8b,2023-09-17,2023-09-19 14:00:00,62.0,urgent,57,3.0,False
T-134994,A-0a62f5,2023-11-05,2023-11-07 11:00:00,59.0,high,153,,False
T-9f9f2d,A-4814a3,2023-11-02,2023-11-03 03:00:00,27.0,medium,57,,True
T-8b1e89,A-cbbe12,2024-03-21,2024-03-23 05:00:00,53.0,high,7,3.0,False
T-3804b6,A-e98302,2023-06-28,2023-06-28 03:00:00,3.0,high,40,5.0,False
T-862af5,A-e7beab,2023-03-01,2023-03-01 02:00:00,2.0,low,139,5.0,False
T-09eea1,A-328bd0,2024-02-18,2024-02-19 16:00:00,40.0,medium,106,4.0,False
T-e00e0a,A-6e7827,2024-11-17,2024-11-19 19:00:00,67.0,medium,81,4.0,False
T-7d8c37,A-94d3da,2024-08-06,2024-08-06 14:00:00,14.0,low,4,5.0,False
T-e4b581,A-ef84cf,2024-11-02,2024-11-02 16:00:00,16.0,low,11,4.0,True
T-21da91,A-b9f5b1,2024-08-09,2024-08-10 08:00:00,32.0,low,121,3.0,False
T-09e88f,A-bb2f49,2023-01-28,2023-01-28 14:00:00,14.0,urgent,45,4.0,False
T-0854a1,A-0354fe,2024-04-11,2024-04-13 14:00:00,62.0,high,78,,False
T-f932f6,A-ef84cf,2023-08-07,2023-08-07 03:00:00,3.0,urgent,91,4.0,False
T-ca7d9e,A-20736a,2024-12-14,2024-12-15 16:00:00,40.0,high,145,3.0,False
T-c2e25a,A-50bb9f,2023-08-12,2023-08-12 16:00:00,16.0,medium,142,5.0,False
T-f7e86b,A-10b8da,2023-09-23,2023-09-24 00:00:00,24.0,high,32,4.0,False
T-6a7af3,A-d49cc5,2024-05-15,2024-05-15 05:00:00,5.0,urgent,134,5.0,False
T-b65657,A-f92792,2024-11-24,2024-11-24 20:00:00,20.0,medium,84,,False
T-7df5b2,A-b78bf8,2024-12-01,2024-12-01 06:00:00,6.0,medium,161,5.0,False
T-30fb5e,A-34ea2f,2023-12-20,2023-12-20 11:00:00,11.0,low,158,3.0,False
T-0cd0f4,A-f6b2fb,2023-01-26,2023-01-27 16:00:00,40.0,high,56,,False
T-72295c,A-ad64c6,2024-04-20,2024-04-20 04:00:00,4.0,medium,60,,False
T-bf6b9b,A-35083d,2023-10-02,2023-10-04 04:00:00,52.0,high,87,5.0,False
T-d7ff1e,A-558c72,2024-05-03,2024-05-05 23:00:00,71.0,urgent,91,4.0,False
T-a2760f,A-68f37c,2023-11-02,2023-11-02 02:00:00,2.0,medium,169,,False
T-4cc0d7,A-558c72,2023-09-08,2023-09-10 12:00:00,60.0,medium,113,5.0,True
T-6b7933,A-b7ef83,2024-01-24,2024-01-25 04:00:00,28.0,urgent,88,4.0,False
T-9703b6,A-7df7a7,2023-07-04,2023-07-04 08:00:00,8.0,urgent,142,4.0,False
T-f10d70,A-fda07f,2024-09-01,2024-09-01 06:00:00,6.0,high,3,4.0,False
T-f09f22,A-ef84cf,2024-10-27,2024-10-29 14:00:00,62.0,urgent,54,5.0,False
T-5ab106,A-f97b9a,2024-11-14,2024-11-15 19:00:00,43.0,low,45,,False
T-d67e21,A-4814a3,2023-05-31,2023-05-31 12:00:00,12.0,low,150,,False
T-39910e,A-019782,2024-09-09,2024-09-09 10:00:00,10.0,urgent,166,,False
T-0e1c0e,A-69b156,2024-07-06,2024-07-08 16:00:00,64.0,high,161,5.0,False
T-e496a8,A-117171,2024-08-22,2024-08-22 22:00:00,22.0,medium,34,,False
T-1dbfc1,A-c42f1f,2023-01-08,2023-01-10 22:00:00,70.0,high,67,,False
T-de489a,A-692f18,2024-07-28,2024-07-30 07:00:00,55.0,high,96,5.0,False
T-fd80a1,A-bcbe98,2023-09-24,2023-09-26 01:00:00,49.0,urgent,122,,False
T-0e39f9,A-726cfa,2024-08-05,2024-08-05 09:00:00,9.0,high,93,4.0,False
T-027331,A-474ad4,2024-05-03,2024-05-03 18:00:00,18.0,medium,76,5.0,False
T-324459,A-51ec1b,2023-08-20,2023-08-22 10:00:00,58.0,high,105,5.0,False
T-2b0805,A-202b67,2024-07-28,2024-07-29 11:00:00,35.0,urgent,179,,False
T-1f5562,A-86902e,2023-01-25,2023-01-27 17:00:00,65.0,medium,69,,False
T-c2a8c2,A-779e4e,2023-07-11,2023-07-11 15:00:00,15.0,urgent,86,5.0,False
T-dbe987,A-463db0,2023-02-22,2023-02-24 21:00:00,69.0,medium,25,,False
T-17b048,A-443b7c,2023-08-23,2023-08-24 00:00:00,24.0,urgent,44,3.0,False
T-d3ac82,A-f17767,2023-03-13,2023-03-15 13:00:00,61.0,high,88,,True
T-3716d2,A-e61e98,2023-10-17,2023-10-19 23:00:00,71.0,medium,127,5.0,False
T-c16096,A-e08cd3,2024-12-26,2024-12-28 09:00:00,57.0,urgent,148,4.0,False
T-07968b,A-068fc6,2023-04-04,2023-04-06 14:00:00,62.0,low,123,,False
T-c6d16e,A-00bed1,2024-03-13,2024-03-14 04:00:00,28.0,urgent,107,4.0,False
T-0088b7,A-ce550d,2024-05-15,2024-05-17 17:00:00,65.0,medium,173,3.0,True
T-3a75b1,A-3be56b,2024-02-13,2024-02-15 12:00:00,60.0,low,61,4.0,False
T-6a99e2,A-c42f1f,2024-09-28,2024-09-30 00:00:00,48.0,low,37,5.0,False
T-646e6d,A-019782,2024-12-01,2024-12-01 10:00:00,10.0,urgent,48,3.0,False
T-e81350,A-cea1f0,2024-09-02,2024-09-04 01:00:00,49.0,urgent,172,5.0,False
T-866db3,A-f446b6,2023-12-20,2023-12-20 22:00:00,22.0,low,106,4.0,False
T-faf9c4,A-40a557,2023-07-19,2023-07-19 21:00:00,21.0,low,143,,False
T-b475e9,A-f51f16,2023-04-23,2023-04-23 15:00:00,15.0,urgent,109,,False
T-911d71,A-dcc3f1,2024-03-20,2024-03-21 16:00:00,40.0,urgent,3,3.0,False
T-861a59,A-3b37d9,2024-09-23,2024-09-24 04:00:00,28.0,medium,39,,False
T-ad1e6e,A-503d5a,2023-11-06,2023-11-08 10:00:00,58.0,medium,116,,False
T-8132dc,A-474ad4,2023-09-13,2023-09-14 09:00:00,33.0,urgent,11,,False
T-ad077a,A-6dee43,2023-10-16,2023-10-17 00:00:00,24.0,urgent,12,3.0,False
T-09f4bd,A-ce66f8,2023-09-11,2023-09-12 10:00:00,34.0,medium,75,3.0,False
T-cd1aee,A-1ac5e0,2023-08-05,2023-08-05 06:00:00,6.0,high,99,3.0,False
T-ff778b,A-9badbd,2024-10-12,2024-10-12 16:00:00,16.0,low,47,,False
T-3090a7,A-f19409,2023-03-09,2023-03-09 05:00:00,5.0,medium,175,,False
T-e67195,A-3ce5b8,2024-10-25,2024-10-27 02:00:00,50.0,low,156,3.0,False
T-0c9932,A-eb2fdc,2023-10-18,2023-10-18 16:00:00,16.0,medium,50,5.0,False
T-b88fe0,A-34ea2f,2023-11-08,2023-11-08 07:00:00,7.0,medium,42,,False
T-e63e72,A-396e5f,2024-06-02,2024-06-02 21:00:00,21.0,high,125,,False
T-ae7b6e,A-4e44e8,2023-02-18,2023-02-18 21:00:00,21.0,urgent,45,3.0,False
T-963409,A-5a92e7,2023-04-01,2023-04-01 17:00:00,17.0,urgent,127,4.0,False
T-7faf10,A-600734,2023-09-01,2023-09-03 04:00:00,52.0,medium,79,,False
T-b9f162,A-20736a,2024-12-01,2024-12-03 09:00:00,57.0,high,131,4.0,False
T-29acb7,A-68f37c,2023-05-07,2023-05-07 21:00:00,21.0,urgent,76,,False
T-1a05b7,A-2446e3,2024-02-08,2024-02-08 06:00:00,6.0,urgent,111,3.0,False
T-202a0d,A-17939a,2023-12-30,2023-12-31 10:00:00,34.0,medium,7,,False
T-c44351,A-4d1e75,2024-04-29,2024-04-30 03:00:00,27.0,medium,24,4.0,False
T-5c1ed6,A-de58ca,2023-05-08,2023-05-08 12:00:00,12.0,low,148,3.0,False
T-e2e929,A-b07b56,2023-04-30,2023-05-01 04:00:00,28.0,high,43,3.0,False
T-99e0a1,A-378b99,2023-12-01,2023-12-02 04:00:00,28.0,low,110,,False
T-ffc8ec,A-43a9e3,2024-06-26,2024-06-27 11:00:00,35.0,medium,41,3.0,False
T-12b388,A-0354fe,2024-11-07,2024-11-07 15:00:00,15.0,medium,14,,False
T-3b6d69,A-ba6516,2024-06-24,2024-06-26 12:00:00,60.0,medium,90,4.0,False
T-dd2674,A-3932db,2024-01-28,2024-01-28 19:00:00,19.0,high,158,5.0,False
T-ae22ba,A-bb3bd4,2023-10-14,2023-10-14 03:00:00,3.0,low,178,4.0,False
T-34421f,A-02fac6,2024-05-18,2024-05-18 16:00:00,16.0,high,179,3.0,False
T-1018b1,A-1619f8,2024-02-12,2024-02-12 20:00:00,20.0,medium,89,,False
T-474619,A-139c3b,2023-10-08,2023-10-08 03:00:00,3.0,medium,88,5.0,False
T-f925c6,A-425e76,2023-02-14,2023-02-14 16:00:00,16.0,high,162,4.0,True
T-b6633c,A-02fac6,2024-02-18,2024-02-19 10:00:00,34.0,urgent,107,,False
T-7ddfa5,A-977ca0,2023-09-30,2023-10-02 08:00:00,56.0,high,117,,False
T-0a1945,A-798a3f,2024-10-30,2024-10-30 07:00:00,7.0,urgent,34,4.0,False
T-5dbf5b,A-7cfe77,2023-03-15,2023-03-16 14:00:00,38.0,high,154,3.0,False
T-ecf597,A-d42431,2023-01-29,2023-01-29 10:00:00,10.0,high,174,3.0,False
T-cb2104,A-fb186e,2023-06-03,2023-06-03 09:00:00,9.0,low,6,5.0,False
T-235e0a,A-ce66f8,2023-05-17,2023-05-19 22:00:00,70.0,medium,107,,False
T-9369c9,A-e351e1,2024-08-18,2024-08-19 17:00:00,41.0,urgent,51,3.0,False
T-86a1f6,A-bb2f49,2024-01-20,2024-01-21 11:00:00,35.0,high,162,4.0,False
T-1ba73b,A-e40f45,2023-11-20,2023-11-20 03:00:00,3.0,medium,75,3.0,False
T-c863f8,A-94f8c9,2023-11-12,2023-11-14 21:00:00,69.0,low,141,5.0,False
T-1ea354,A-ae052e,2023-12-07,2023-12-07 12:00:00,12.0,urgent,48,,False
T-611c1e,A-8e47ca,2023-03-09,2023-03-09 04:00:00,4.0,high,17,3.0,False
T-6047ed,A-c45b23,2024-04-23,2024-04-25 13:00:00,61.0,high,25,,False
T-47ef6b,A-712426,2023-10-17,2023-10-17 01:00:00,1.0,medium,43,,False
T-2e8d9d,A-9ee962,2023-04-15,2023-04-15 08:00:00,8.0,low,31,,False
T-c400c4,A-7f6b86,2023-05-18,2023-05-18 15:00:00,15.0,high,39,,False
T-520606,A-43a9e3,2023-01-15,2023-01-15 15:00:00,15.0,urgent,89,5.0,False
T-3f5174,A-a7bd4b,2024-06-07,2024-06-08 18:00:00,42.0,high,98,3.0,False
T-3a9f01,A-038089,2023-10-10,2023-10-12 13:00:00,61.0,urgent,32,3.0,False
T-91bbd1,A-427b69,2024-05-06,2024-05-08 09:00:00,57.0,urgent,120,3.0,False
T-72bc99,A-ff3c73,2023-03-08,2023-03-08 05:00:00,5.0,urgent,116,4.0,False
T-f29fb2,A-186a44,2024-03-30,2024-04-01 05:00:00,53.0,medium,103,,False
T-a01218,A-075038,2023-03-18,2023-03-20 02:00:00,50.0,high,104,3.0,False
T-463295,A-3a7284,2023-02-14,2023-02-16 13:00:00,61.0,urgent,152,3.0,False
T-464084,A-1f0636,2024-04-27,2024-04-29 12:00:00,60.0,high,82,4.0,False
T-2188d7,A-f5641b,2023-05-31,2023-05-31 04:00:00,4.0,urgent,46,3.0,False
T-474315,A-bb3bd4,2024-03-01,2024-03-02 17:00:00,41.0,urgent,139,4.0,False
T-9bb199,A-af0cd2,2024-04-23,2024-04-25 21:00:00,69.0,urgent,152,,False
T-bd38ae,A-5a184f,2023-09-25,2023-09-25 05:00:00,5.0,medium,38,4.0,False
T-6e3b72,A-3b5cd1,2023-01-27,2023-01-27 03:00:00,3.0,medium,22,,False
T-be97e7,A-7d514c,2024-03-20,2024-03-20 05:00:00,5.0,low,87,5.0,False
T-5ceae7,A-92a3af,2024-06-13,2024-06-14 07:00:00,31.0,high,10,3.0,False
T-b4c569,A-b48f73,2023-11-06,2023-11-06 01:00:00,1.0,high,4,5.0,False
T-095fc4,A-9208f0,2023-03-01,2023-03-02 16:00:00,40.0,urgent,100,,False
T-e6b94b,A-7cfe77,2024-10-12,2024-10-13 23:00:00,47.0,low,143,3.0,False
T-832df9,A-88c6ca,2023-02-26,2023-02-28 08:00:00,56.0,urgent,12,,False
T-0ceebb,A-72799b,2024-09-06,2024-09-08 07:00:00,55.0,high,104,5.0,False
T-e6ff26,A-4e960a,2024-12-08,2024-12-08 20:00:00,20.0,urgent,130,,False
T-69f219,A-9289f6,2024-12-16,2024-12-18 16:00:00,64.0,high,26,,False
T-688401,A-1e1b80,2024-03-30,2024-03-31 10:00:00,34.0,high,94,3.0,False
T-7620e2,A-54ecc2,2023-07-28,2023-07-29 09:00:00,33.0,high,129,,False
T-10020f,A-3932db,2023-08-24,2023-08-25 04:00:00,28.0,urgent,71,,False
T-a2eb91,A-4c56c9,2024-01-12,2024-01-14 10:00:00,58.0,medium,136,,False
T-57fa50,A-104f1a,2023-05-25,2023-05-27 05:00:00,53.0,high,118,5.0,False
T-b9b80b,A-afa505,2024-06-24,2024-06-26 09:00:00,57.0,urgent,49,3.0,True
T-dd1f11,A-bcbe98,2024-09-16,2024-09-17 10:00:00,34.0,medium,71,,False
T-c46a1b,A-86cdb4,2023-11-07,2023-11-08 07:00:00,31.0,medium,119,5.0,False
T-7048cb,A-adc1f3,2023-03-10,2023-03-10 01:00:00,1.0,low,41,3.0,False
T-65bdba,A-8ae05d,2023-08-06,2023-08-07 23:00:00,47.0,high,48,4.0,False
T-da9797,A-bc87bc,2024-10-01,2024-10-02 21:00:00,45.0,high,160,3.0,False
T-c786ff,A-c222ab,2024-12-26,2024-12-27 15:00:00,39.0,urgent,152,,False
T-f39a06,A-96e141,2024-03-07,2024-03-09 22:00:00,70.0,medium,58,,False
T-5a8cb8,A-9affe6,2024-08-19,2024-08-21 16:00:00,64.0,low,51,,False
T-580c71,A-068fc6,2023-04-15,2023-04-15 09:00:00,9.0,urgent,156,,False
T-2a19c6,A-52dd88,2023-12-14,2023-12-17 00:00:00,72.0,low,111,,False
T-836ae9,A-410e86,2023-12-22,2023-12-24 22:00:00,70.0,low,130,,False
T-895101,A-37f969,2024-04-12,2024-04-12 05:00:00,5.0,urgent,19,,False
T-203b1e,A-69b156,2024-06-12,2024-06-14 00:00:00,48.0,high,92,4.0,False
T-6da9bc,A-396e5f,2024-12-10,2024-12-12 12:00:00,60.0,high,49,4.0,True
T-0d73d3,A-ef84cf,2024-03-11,2024-03-13 11:00:00,59.0,low,143,,False
T-0f0bde,A-e888d1,2024-09-24,2024-09-26 03:00:00,51.0,medium,168,4.0,False
